NR_TURNO,NM_MUNICIPIO,NR_SECAO,DS_CARGO_PERGUNTA,SG_PARTIDO,QT_APTOS,QT_COMPARECIMENTO,QT_ABSTENCOES,DS_TIPO_VOTAVEL,NM_VOTAVEL,QT_VOTOS
1,RANCHARIA,24,Prefeito,#NULO#,411,301,110,Branco,Branco,5
1,RANCHARIA,24,Prefeito,CIDADANIA,411,301,110,Nominal,RUD GRADISKI,24
1,RANCHARIA,24,Prefeito,#NULO#,411,301,110,Nulo,Nulo,8
1,RANCHARIA,24,Prefeito,PV,411,301,110,Nominal,MIGUEL DA FARMÁCIA,29
1,RANCHARIA,24,Prefeito,DEM,411,301,110,Nominal,MARQUINHOS DO POVO,130
1,RANCHARIA,24,Prefeito,PSDB,411,301,110,Nominal,IÉIA,105
1,RANCHARIA,25,Prefeito,DEM,414,282,132,Nominal,MARQUINHOS DO POVO,97
1,RANCHARIA,25,Prefeito,PV,414,282,132,Nominal,MIGUEL DA FARMÁCIA,25
1,RANCHARIA,25,Prefeito,PSDB,414,282,132,Nominal,IÉIA,106
1,RANCHARIA,25,Prefeito,CIDADANIA,414,282,132,Nominal,RUD GRADISKI,38
1,RANCHARIA,25,Prefeito,#NULO#,414,282,132,Nulo,Nulo,12
1,RANCHARIA,25,Prefeito,#NULO#,414,282,132,Branco,Branco,4
1,RANCHARIA,26,Prefeito,CIDADANIA,413,291,122,Nominal,RUD GRADISKI,32
1,RANCHARIA,26,Prefeito,#NULO#,413,291,122,Branco,Branco,6
1,RANCHARIA,26,Prefeito,DEM,413,291,122,Nominal,MARQUINHOS DO POVO,110
1,RANCHARIA,26,Prefeito,PV,413,291,122,Nominal,MIGUEL DA FARMÁCIA,19
1,RANCHARIA,26,Prefeito,#NULO#,413,291,122,Nulo,Nulo,7
1,RANCHARIA,26,Prefeito,PSDB,413,291,122,Nominal,IÉIA,117
1,RANCHARIA,27,Prefeito,DEM,399,292,107,Nominal,MARQUINHOS DO POVO,123
1,RANCHARIA,27,Prefeito,#NULO#,399,292,107,Branco,Branco,5
1,RANCHARIA,27,Prefeito,CIDADANIA,399,292,107,Nominal,RUD GRADISKI,30
1,RANCHARIA,27,Prefeito,PSDB,399,292,107,Nominal,IÉIA,101
1,RANCHARIA,27,Prefeito,PV,399,292,107,Nominal,MIGUEL DA FARMÁCIA,21
1,RANCHARIA,27,Prefeito,#NULO#,399,292,107,Nulo,Nulo,12
1,RANCHARIA,28,Prefeito,#NULO#,399,309,90,Branco,Branco,5
1,RANCHARIA,28,Prefeito,CIDADANIA,399,309,90,Nominal,RUD GRADISKI,29
1,RANCHARIA,28,Prefeito,PV,399,309,90,Nominal,MIGUEL DA FARMÁCIA,23
1,RANCHARIA,28,Prefeito,#NULO#,399,309,90,Nulo,Nulo,13
1,RANCHARIA,28,Prefeito,DEM,399,309,90,Nominal,MARQUINHOS DO POVO,138
1,RANCHARIA,28,Prefeito,PSDB,399,309,90,Nominal,IÉIA,101
1,RANCHARIA,29,Prefeito,CIDADANIA,401,312,89,Nominal,RUD GRADISKI,26
1,RANCHARIA,29,Prefeito,#NULO#,401,312,89,Branco,Branco,10
1,RANCHARIA,29,Prefeito,DEM,401,312,89,Nominal,MARQUINHOS DO POVO,129
1,RANCHARIA,29,Prefeito,#NULO#,401,312,89,Nulo,Nulo,15
1,RANCHARIA,29,Prefeito,PV,401,312,89,Nominal,MIGUEL DA FARMÁCIA,25
1,RANCHARIA,29,Prefeito,PSDB,401,312,89,Nominal,IÉIA,107
1,RANCHARIA,30,Prefeito,#NULO#,400,280,120,Branco,Branco,9
1,RANCHARIA,30,Prefeito,CIDADANIA,400,280,120,Nominal,RUD GRADISKI,26
1,RANCHARIA,30,Prefeito,DEM,400,280,120,Nominal,MARQUINHOS DO POVO,114
1,RANCHARIA,30,Prefeito,PSDB,400,280,120,Nominal,IÉIA,110
1,RANCHARIA,30,Prefeito,PV,400,280,120,Nominal,MIGUEL DA FARMÁCIA,10
1,RANCHARIA,30,Prefeito,#NULO#,400,280,120,Nulo,Nulo,11
1,RANCHARIA,31,Prefeito,#NULO#,401,288,113,Nulo,Nulo,14
1,RANCHARIA,31,Prefeito,PV,401,288,113,Nominal,MIGUEL DA FARMÁCIA,17
1,RANCHARIA,31,Prefeito,CIDADANIA,401,288,113,Nominal,RUD GRADISKI,29
1,RANCHARIA,31,Prefeito,#NULO#,401,288,113,Branco,Branco,7
1,RANCHARIA,31,Prefeito,PSDB,401,288,113,Nominal,IÉIA,98
1,RANCHARIA,31,Prefeito,DEM,401,288,113,Nominal,MARQUINHOS DO POVO,123
1,RANCHARIA,32,Prefeito,CIDADANIA,402,301,101,Nominal,RUD GRADISKI,25
1,RANCHARIA,32,Prefeito,DEM,402,301,101,Nominal,MARQUINHOS DO POVO,131
1,RANCHARIA,32,Prefeito,#NULO#,402,301,101,Branco,Branco,3
1,RANCHARIA,32,Prefeito,PSDB,402,301,101,Nominal,IÉIA,121
1,RANCHARIA,32,Prefeito,PV,402,301,101,Nominal,MIGUEL DA FARMÁCIA,12
1,RANCHARIA,32,Prefeito,#NULO#,402,301,101,Nulo,Nulo,9
1,RANCHARIA,33,Prefeito,DEM,349,229,120,Nominal,MARQUINHOS DO POVO,97
1,RANCHARIA,33,Prefeito,PSDB,349,229,120,Nominal,IÉIA,70
1,RANCHARIA,33,Prefeito,CIDADANIA,349,229,120,Nominal,RUD GRADISKI,28
1,RANCHARIA,33,Prefeito,#NULO#,349,229,120,Nulo,Nulo,9
1,RANCHARIA,33,Prefeito,#NULO#,349,229,120,Branco,Branco,7
1,RANCHARIA,33,Prefeito,PV,349,229,120,Nominal,MIGUEL DA FARMÁCIA,18
1,RANCHARIA,34,Prefeito,PSDB,351,250,101,Nominal,IÉIA,96
1,RANCHARIA,34,Prefeito,#NULO#,351,250,101,Nulo,Nulo,3
1,RANCHARIA,34,Prefeito,PV,351,250,101,Nominal,MIGUEL DA FARMÁCIA,28
1,RANCHARIA,34,Prefeito,DEM,351,250,101,Nominal,MARQUINHOS DO POVO,90
1,RANCHARIA,34,Prefeito,CIDADANIA,351,250,101,Nominal,RUD GRADISKI,28
1,RANCHARIA,34,Prefeito,#NULO#,351,250,101,Branco,Branco,5
1,RANCHARIA,35,Prefeito,DEM,351,244,107,Nominal,MARQUINHOS DO POVO,96
1,RANCHARIA,35,Prefeito,PSDB,351,244,107,Nominal,IÉIA,94
1,RANCHARIA,35,Prefeito,PV,351,244,107,Nominal,MIGUEL DA FARMÁCIA,17
1,RANCHARIA,35,Prefeito,#NULO#,351,244,107,Nulo,Nulo,9
1,RANCHARIA,35,Prefeito,#NULO#,351,244,107,Branco,Branco,2
1,RANCHARIA,35,Prefeito,CIDADANIA,351,244,107,Nominal,RUD GRADISKI,26
1,RANCHARIA,36,Prefeito,PSDB,350,246,104,Nominal,IÉIA,89
1,RANCHARIA,36,Prefeito,DEM,350,246,104,Nominal,MARQUINHOS DO POVO,107
1,RANCHARIA,36,Prefeito,#NULO#,350,246,104,Branco,Branco,6
1,RANCHARIA,36,Prefeito,CIDADANIA,350,246,104,Nominal,RUD GRADISKI,24
1,RANCHARIA,36,Prefeito,#NULO#,350,246,104,Nulo,Nulo,4
1,RANCHARIA,36,Prefeito,PV,350,246,104,Nominal,MIGUEL DA FARMÁCIA,16
1,RANCHARIA,37,Prefeito,PV,331,213,118,Nominal,MIGUEL DA FARMÁCIA,13
1,RANCHARIA,37,Prefeito,DEM,331,213,118,Nominal,MARQUINHOS DO POVO,91
1,RANCHARIA,37,Prefeito,#NULO#,331,213,118,Nulo,Nulo,11
1,RANCHARIA,37,Prefeito,PSDB,331,213,118,Nominal,IÉIA,77
1,RANCHARIA,37,Prefeito,#NULO#,331,213,118,Branco,Branco,7
1,RANCHARIA,37,Prefeito,CIDADANIA,331,213,118,Nominal,RUD GRADISKI,14
1,RANCHARIA,38,Prefeito,PSDB,331,227,104,Nominal,IÉIA,89
1,RANCHARIA,38,Prefeito,DEM,331,227,104,Nominal,MARQUINHOS DO POVO,83
1,RANCHARIA,38,Prefeito,CIDADANIA,331,227,104,Nominal,RUD GRADISKI,26
1,RANCHARIA,38,Prefeito,#NULO#,331,227,104,Branco,Branco,5
1,RANCHARIA,38,Prefeito,PV,331,227,104,Nominal,MIGUEL DA FARMÁCIA,11
1,RANCHARIA,38,Prefeito,#NULO#,331,227,104,Nulo,Nulo,13
1,RANCHARIA,39,Prefeito,#NULO#,330,232,98,Branco,Branco,7
1,RANCHARIA,39,Prefeito,PSDB,330,232,98,Nominal,IÉIA,97
1,RANCHARIA,39,Prefeito,#NULO#,330,232,98,Nulo,Nulo,19
1,RANCHARIA,39,Prefeito,PV,330,232,98,Nominal,MIGUEL DA FARMÁCIA,10
1,RANCHARIA,39,Prefeito,DEM,330,232,98,Nominal,MARQUINHOS DO POVO,87
1,RANCHARIA,39,Prefeito,CIDADANIA,330,232,98,Nominal,RUD GRADISKI,12
1,RANCHARIA,40,Prefeito,DEM,324,228,96,Nominal,MARQUINHOS DO POVO,56
1,RANCHARIA,40,Prefeito,PSDB,324,228,96,Nominal,IÉIA,70
1,RANCHARIA,40,Prefeito,PV,324,228,96,Nominal,MIGUEL DA FARMÁCIA,95
1,RANCHARIA,40,Prefeito,#NULO#,324,228,96,Nulo,Nulo,7
1,RANCHARIA,41,Prefeito,CIDADANIA,347,249,98,Nominal,RUD GRADISKI,1
1,RANCHARIA,41,Prefeito,#NULO#,347,249,98,Branco,Branco,4
1,RANCHARIA,41,Prefeito,#NULO#,347,249,98,Nulo,Nulo,14
1,RANCHARIA,41,Prefeito,PV,347,249,98,Nominal,MIGUEL DA FARMÁCIA,14
1,RANCHARIA,41,Prefeito,PSDB,347,249,98,Nominal,IÉIA,132
1,RANCHARIA,41,Prefeito,DEM,347,249,98,Nominal,MARQUINHOS DO POVO,84
1,RANCHARIA,42,Prefeito,#NULO#,349,276,73,Nulo,Nulo,7
1,RANCHARIA,42,Prefeito,PV,349,276,73,Nominal,MIGUEL DA FARMÁCIA,21
1,RANCHARIA,42,Prefeito,DEM,349,276,73,Nominal,MARQUINHOS DO POVO,97
1,RANCHARIA,42,Prefeito,PSDB,349,276,73,Nominal,IÉIA,147
1,RANCHARIA,42,Prefeito,#NULO#,349,276,73,Branco,Branco,4
1,RANCHARIA,43,Prefeito,#NULO#,331,262,69,Nulo,Nulo,6
1,RANCHARIA,43,Prefeito,DEM,331,262,69,Nominal,MARQUINHOS DO POVO,111
1,RANCHARIA,43,Prefeito,PSDB,331,262,69,Nominal,IÉIA,96
1,RANCHARIA,43,Prefeito,PV,331,262,69,Nominal,MIGUEL DA FARMÁCIA,21
1,RANCHARIA,43,Prefeito,#NULO#,331,262,69,Branco,Branco,7
1,RANCHARIA,43,Prefeito,CIDADANIA,331,262,69,Nominal,RUD GRADISKI,21
1,RANCHARIA,47,Prefeito,#NULO#,325,248,77,Branco,Branco,2
1,RANCHARIA,47,Prefeito,CIDADANIA,325,248,77,Nominal,RUD GRADISKI,2
1,RANCHARIA,47,Prefeito,DEM,325,248,77,Nominal,MARQUINHOS DO POVO,61
1,RANCHARIA,47,Prefeito,#NULO#,325,248,77,Nulo,Nulo,4
1,RANCHARIA,47,Prefeito,PSDB,325,248,77,Nominal,IÉIA,75
1,RANCHARIA,47,Prefeito,PV,325,248,77,Nominal,MIGUEL DA FARMÁCIA,104
1,RANCHARIA,53,Prefeito,PV,350,277,73,Nominal,MIGUEL DA FARMÁCIA,18
1,RANCHARIA,53,Prefeito,#NULO#,350,277,73,Nulo,Nulo,8
1,RANCHARIA,53,Prefeito,DEM,350,277,73,Nominal,MARQUINHOS DO POVO,106
1,RANCHARIA,53,Prefeito,CIDADANIA,350,277,73,Nominal,RUD GRADISKI,29
1,RANCHARIA,53,Prefeito,PSDB,350,277,73,Nominal,IÉIA,108
1,RANCHARIA,53,Prefeito,#NULO#,350,277,73,Branco,Branco,8
1,RANCHARIA,54,Prefeito,CIDADANIA,412,310,102,Nominal,RUD GRADISKI,40
1,RANCHARIA,54,Prefeito,#NULO#,412,310,102,Branco,Branco,7
1,RANCHARIA,54,Prefeito,PV,412,310,102,Nominal,MIGUEL DA FARMÁCIA,25
1,RANCHARIA,54,Prefeito,DEM,412,310,102,Nominal,MARQUINHOS DO POVO,107
1,RANCHARIA,54,Prefeito,PSDB,412,310,102,Nominal,IÉIA,124
1,RANCHARIA,54,Prefeito,#NULO#,412,310,102,Nulo,Nulo,7
1,RANCHARIA,57,Prefeito,CIDADANIA,384,274,110,Nominal,RUD GRADISKI,31
1,RANCHARIA,57,Prefeito,#NULO#,384,274,110,Branco,Branco,7
1,RANCHARIA,57,Prefeito,#NULO#,384,274,110,Nulo,Nulo,8
1,RANCHARIA,57,Prefeito,PV,384,274,110,Nominal,MIGUEL DA FARMÁCIA,21
1,RANCHARIA,57,Prefeito,PSDB,384,274,110,Nominal,IÉIA,104
1,RANCHARIA,57,Prefeito,DEM,384,274,110,Nominal,MARQUINHOS DO POVO,103
1,RANCHARIA,58,Prefeito,PV,332,229,103,Nominal,MIGUEL DA FARMÁCIA,12
1,RANCHARIA,58,Prefeito,#NULO#,332,229,103,Nulo,Nulo,9
1,RANCHARIA,58,Prefeito,DEM,332,229,103,Nominal,MARQUINHOS DO POVO,95
1,RANCHARIA,58,Prefeito,PSDB,332,229,103,Nominal,IÉIA,83
1,RANCHARIA,58,Prefeito,#NULO#,332,229,103,Branco,Branco,4
1,RANCHARIA,58,Prefeito,CIDADANIA,332,229,103,Nominal,RUD GRADISKI,26
1,RANCHARIA,59,Prefeito,#NULO#,330,262,68,Branco,Branco,12
1,RANCHARIA,59,Prefeito,CIDADANIA,330,262,68,Nominal,RUD GRADISKI,29
1,RANCHARIA,59,Prefeito,#NULO#,330,262,68,Nulo,Nulo,7
1,RANCHARIA,59,Prefeito,PV,330,262,68,Nominal,MIGUEL DA FARMÁCIA,16
1,RANCHARIA,59,Prefeito,PSDB,330,262,68,Nominal,IÉIA,90
1,RANCHARIA,59,Prefeito,DEM,330,262,68,Nominal,MARQUINHOS DO POVO,108
1,RANCHARIA,60,Prefeito,DEM,384,284,100,Nominal,MARQUINHOS DO POVO,92
1,RANCHARIA,60,Prefeito,PSDB,384,284,100,Nominal,IÉIA,119
1,RANCHARIA,60,Prefeito,#NULO#,384,284,100,Branco,Branco,9
1,RANCHARIA,60,Prefeito,CIDADANIA,384,284,100,Nominal,RUD GRADISKI,31
1,RANCHARIA,60,Prefeito,#NULO#,384,284,100,Nulo,Nulo,8
1,RANCHARIA,60,Prefeito,PV,384,284,100,Nominal,MIGUEL DA FARMÁCIA,25
1,RANCHARIA,62,Prefeito,DEM,412,307,105,Nominal,MARQUINHOS DO POVO,115
1,RANCHARIA,62,Prefeito,PV,412,307,105,Nominal,MIGUEL DA FARMÁCIA,12
1,RANCHARIA,62,Prefeito,CIDADANIA,412,307,105,Nominal,RUD GRADISKI,41
1,RANCHARIA,62,Prefeito,PSDB,412,307,105,Nominal,IÉIA,128
1,RANCHARIA,62,Prefeito,#NULO#,412,307,105,Branco,Branco,6
1,RANCHARIA,62,Prefeito,#NULO#,412,307,105,Nulo,Nulo,5
1,RANCHARIA,63,Prefeito,PV,359,284,75,Nominal,MIGUEL DA FARMÁCIA,22
1,RANCHARIA,63,Prefeito,#NULO#,359,284,75,Nulo,Nulo,6
1,RANCHARIA,63,Prefeito,DEM,359,284,75,Nominal,MARQUINHOS DO POVO,101
1,RANCHARIA,63,Prefeito,PSDB,359,284,75,Nominal,IÉIA,105
1,RANCHARIA,63,Prefeito,CIDADANIA,359,284,75,Nominal,RUD GRADISKI,42
1,RANCHARIA,63,Prefeito,#NULO#,359,284,75,Branco,Branco,8
1,RANCHARIA,66,Prefeito,DEM,385,269,116,Nominal,MARQUINHOS DO POVO,87
1,RANCHARIA,66,Prefeito,PSDB,385,269,116,Nominal,IÉIA,106
1,RANCHARIA,66,Prefeito,#NULO#,385,269,116,Branco,Branco,10
1,RANCHARIA,66,Prefeito,CIDADANIA,385,269,116,Nominal,RUD GRADISKI,36
1,RANCHARIA,66,Prefeito,#NULO#,385,269,116,Nulo,Nulo,8
1,RANCHARIA,66,Prefeito,PV,385,269,116,Nominal,MIGUEL DA FARMÁCIA,22
1,RANCHARIA,69,Prefeito,PV,351,269,82,Nominal,MIGUEL DA FARMÁCIA,18
1,RANCHARIA,69,Prefeito,#NULO#,351,269,82,Nulo,Nulo,5
1,RANCHARIA,69,Prefeito,#NULO#,351,269,82,Branco,Branco,3
1,RANCHARIA,69,Prefeito,DEM,351,269,82,Nominal,MARQUINHOS DO POVO,120
1,RANCHARIA,69,Prefeito,CIDADANIA,351,269,82,Nominal,RUD GRADISKI,34
1,RANCHARIA,69,Prefeito,PSDB,351,269,82,Nominal,IÉIA,89
1,RANCHARIA,71,Prefeito,#NULO#,381,253,128,Branco,Branco,4
1,RANCHARIA,71,Prefeito,CIDADANIA,381,253,128,Nominal,RUD GRADISKI,24
1,RANCHARIA,71,Prefeito,#NULO#,381,253,128,Nulo,Nulo,11
1,RANCHARIA,71,Prefeito,DEM,381,253,128,Nominal,MARQUINHOS DO POVO,82
1,RANCHARIA,71,Prefeito,PV,381,253,128,Nominal,MIGUEL DA FARMÁCIA,24
1,RANCHARIA,71,Prefeito,PSDB,381,253,128,Nominal,IÉIA,108
1,RANCHARIA,72,Prefeito,PV,349,276,73,Nominal,MIGUEL DA FARMÁCIA,14
1,RANCHARIA,72,Prefeito,#NULO#,349,276,73,Nulo,Nulo,11
1,RANCHARIA,72,Prefeito,PSDB,349,276,73,Nominal,IÉIA,94
1,RANCHARIA,72,Prefeito,DEM,349,276,73,Nominal,MARQUINHOS DO POVO,127
1,RANCHARIA,72,Prefeito,#NULO#,349,276,73,Branco,Branco,6
1,RANCHARIA,72,Prefeito,CIDADANIA,349,276,73,Nominal,RUD GRADISKI,24
1,RANCHARIA,73,Prefeito,#NULO#,386,283,103,Nulo,Nulo,14
1,RANCHARIA,73,Prefeito,PV,386,283,103,Nominal,MIGUEL DA FARMÁCIA,17
1,RANCHARIA,73,Prefeito,PSDB,386,283,103,Nominal,IÉIA,100
1,RANCHARIA,73,Prefeito,CIDADANIA,386,283,103,Nominal,RUD GRADISKI,33
1,RANCHARIA,73,Prefeito,#NULO#,386,283,103,Branco,Branco,10
1,RANCHARIA,73,Prefeito,DEM,386,283,103,Nominal,MARQUINHOS DO POVO,109
1,RANCHARIA,75,Prefeito,PSDB,365,276,89,Nominal,IÉIA,97
1,RANCHARIA,75,Prefeito,PV,365,276,89,Nominal,MIGUEL DA FARMÁCIA,22
1,RANCHARIA,75,Prefeito,#NULO#,365,276,89,Nulo,Nulo,9
1,RANCHARIA,75,Prefeito,DEM,365,276,89,Nominal,MARQUINHOS DO POVO,106
1,RANCHARIA,75,Prefeito,#NULO#,365,276,89,Branco,Branco,6
1,RANCHARIA,75,Prefeito,CIDADANIA,365,276,89,Nominal,RUD GRADISKI,36
1,RANCHARIA,76,Prefeito,CIDADANIA,366,288,78,Nominal,RUD GRADISKI,40
1,RANCHARIA,76,Prefeito,#NULO#,366,288,78,Branco,Branco,4
1,RANCHARIA,76,Prefeito,PSDB,366,288,78,Nominal,IÉIA,102
1,RANCHARIA,76,Prefeito,DEM,366,288,78,Nominal,MARQUINHOS DO POVO,107
1,RANCHARIA,76,Prefeito,PV,366,288,78,Nominal,MIGUEL DA FARMÁCIA,22
1,RANCHARIA,76,Prefeito,#NULO#,366,288,78,Nulo,Nulo,13
1,RANCHARIA,77,Prefeito,PV,350,256,94,Nominal,MIGUEL DA FARMÁCIA,13
1,RANCHARIA,77,Prefeito,#NULO#,350,256,94,Nulo,Nulo,11
1,RANCHARIA,77,Prefeito,PSDB,350,256,94,Nominal,IÉIA,89
1,RANCHARIA,77,Prefeito,CIDADANIA,350,256,94,Nominal,RUD GRADISKI,24
1,RANCHARIA,77,Prefeito,#NULO#,350,256,94,Branco,Branco,6
1,RANCHARIA,77,Prefeito,DEM,350,256,94,Nominal,MARQUINHOS DO POVO,113
1,RANCHARIA,78,Prefeito,DEM,384,273,111,Nominal,MARQUINHOS DO POVO,95
1,RANCHARIA,78,Prefeito,PSDB,384,273,111,Nominal,IÉIA,90
1,RANCHARIA,78,Prefeito,#NULO#,384,273,111,Branco,Branco,13
1,RANCHARIA,78,Prefeito,CIDADANIA,384,273,111,Nominal,RUD GRADISKI,46
1,RANCHARIA,78,Prefeito,#NULO#,384,273,111,Nulo,Nulo,13
1,RANCHARIA,78,Prefeito,PV,384,273,111,Nominal,MIGUEL DA FARMÁCIA,16
1,RANCHARIA,79,Prefeito,DEM,413,287,126,Nominal,MARQUINHOS DO POVO,111
1,RANCHARIA,79,Prefeito,#NULO#,413,287,126,Branco,Branco,3
1,RANCHARIA,79,Prefeito,CIDADANIA,413,287,126,Nominal,RUD GRADISKI,28
1,RANCHARIA,79,Prefeito,PV,413,287,126,Nominal,MIGUEL DA FARMÁCIA,21
1,RANCHARIA,79,Prefeito,#NULO#,413,287,126,Nulo,Nulo,8
1,RANCHARIA,79,Prefeito,PSDB,413,287,126,Nominal,IÉIA,116
1,RANCHARIA,82,Prefeito,#NULO#,352,271,81,Nulo,Nulo,9
1,RANCHARIA,82,Prefeito,PV,352,271,81,Nominal,MIGUEL DA FARMÁCIA,14
1,RANCHARIA,82,Prefeito,PSDB,352,271,81,Nominal,IÉIA,102
1,RANCHARIA,82,Prefeito,#NULO#,352,271,81,Branco,Branco,7
1,RANCHARIA,82,Prefeito,CIDADANIA,352,271,81,Nominal,RUD GRADISKI,32
1,RANCHARIA,82,Prefeito,DEM,352,271,81,Nominal,MARQUINHOS DO POVO,107
1,RANCHARIA,87,Prefeito,#NULO#,382,259,123,Nulo,Nulo,14
1,RANCHARIA,87,Prefeito,PSDB,382,259,123,Nominal,IÉIA,79
1,RANCHARIA,87,Prefeito,PV,382,259,123,Nominal,MIGUEL DA FARMÁCIA,23
1,RANCHARIA,87,Prefeito,CIDADANIA,382,259,123,Nominal,RUD GRADISKI,22
1,RANCHARIA,87,Prefeito,DEM,382,259,123,Nominal,MARQUINHOS DO POVO,112
1,RANCHARIA,87,Prefeito,#NULO#,382,259,123,Branco,Branco,9
1,RANCHARIA,88,Prefeito,PSDB,410,315,95,Nominal,IÉIA,105
1,RANCHARIA,88,Prefeito,#NULO#,410,315,95,Nulo,Nulo,10
1,RANCHARIA,88,Prefeito,PV,410,315,95,Nominal,MIGUEL DA FARMÁCIA,24
1,RANCHARIA,88,Prefeito,CIDADANIA,410,315,95,Nominal,RUD GRADISKI,46
1,RANCHARIA,88,Prefeito,#NULO#,410,315,95,Branco,Branco,5
1,RANCHARIA,88,Prefeito,DEM,410,315,95,Nominal,MARQUINHOS DO POVO,125
1,RANCHARIA,89,Prefeito,#NULO#,331,247,84,Nulo,Nulo,7
1,RANCHARIA,89,Prefeito,PV,331,247,84,Nominal,MIGUEL DA FARMÁCIA,10
1,RANCHARIA,89,Prefeito,#NULO#,331,247,84,Branco,Branco,9
1,RANCHARIA,89,Prefeito,CIDADANIA,331,247,84,Nominal,RUD GRADISKI,13
1,RANCHARIA,89,Prefeito,DEM,331,247,84,Nominal,MARQUINHOS DO POVO,104
1,RANCHARIA,89,Prefeito,PSDB,331,247,84,Nominal,IÉIA,104
1,RANCHARIA,90,Prefeito,PSDB,385,273,112,Nominal,IÉIA,104
1,RANCHARIA,90,Prefeito,DEM,385,273,112,Nominal,MARQUINHOS DO POVO,107
1,RANCHARIA,90,Prefeito,PV,385,273,112,Nominal,MIGUEL DA FARMÁCIA,15
1,RANCHARIA,90,Prefeito,#NULO#,385,273,112,Nulo,Nulo,15
1,RANCHARIA,90,Prefeito,#NULO#,385,273,112,Branco,Branco,5
1,RANCHARIA,90,Prefeito,CIDADANIA,385,273,112,Nominal,RUD GRADISKI,27
1,RANCHARIA,91,Prefeito,PV,402,301,101,Nominal,MIGUEL DA FARMÁCIA,23
1,RANCHARIA,91,Prefeito,#NULO#,402,301,101,Nulo,Nulo,17
1,RANCHARIA,91,Prefeito,PSDB,402,301,101,Nominal,IÉIA,108
1,RANCHARIA,91,Prefeito,#NULO#,402,301,101,Branco,Branco,5
1,RANCHARIA,91,Prefeito,CIDADANIA,402,301,101,Nominal,RUD GRADISKI,38
1,RANCHARIA,91,Prefeito,DEM,402,301,101,Nominal,MARQUINHOS DO POVO,110
1,RANCHARIA,94,Prefeito,CIDADANIA,378,308,70,Nominal,RUD GRADISKI,41
1,RANCHARIA,94,Prefeito,#NULO#,378,308,70,Branco,Branco,6
1,RANCHARIA,94,Prefeito,#NULO#,378,308,70,Nulo,Nulo,17
1,RANCHARIA,94,Prefeito,PV,378,308,70,Nominal,MIGUEL DA FARMÁCIA,12
1,RANCHARIA,94,Prefeito,DEM,378,308,70,Nominal,MARQUINHOS DO POVO,106
1,RANCHARIA,94,Prefeito,PSDB,378,308,70,Nominal,IÉIA,126
1,RANCHARIA,95,Prefeito,#NULO#,350,271,79,Branco,Branco,5
1,RANCHARIA,95,Prefeito,CIDADANIA,350,271,79,Nominal,RUD GRADISKI,27
1,RANCHARIA,95,Prefeito,#NULO#,350,271,79,Nulo,Nulo,4
1,RANCHARIA,95,Prefeito,PV,350,271,79,Nominal,MIGUEL DA FARMÁCIA,12
1,RANCHARIA,95,Prefeito,DEM,350,271,79,Nominal,MARQUINHOS DO POVO,110
1,RANCHARIA,95,Prefeito,PSDB,350,271,79,Nominal,IÉIA,113
1,RANCHARIA,96,Prefeito,PSDB,387,295,92,Nominal,IÉIA,109
1,RANCHARIA,96,Prefeito,#NULO#,387,295,92,Branco,Branco,9
1,RANCHARIA,96,Prefeito,DEM,387,295,92,Nominal,MARQUINHOS DO POVO,121
1,RANCHARIA,96,Prefeito,PV,387,295,92,Nominal,MIGUEL DA FARMÁCIA,11
1,RANCHARIA,96,Prefeito,#NULO#,387,295,92,Nulo,Nulo,7
1,RANCHARIA,96,Prefeito,CIDADANIA,387,295,92,Nominal,RUD GRADISKI,38
1,RANCHARIA,97,Prefeito,CIDADANIA,329,251,78,Nominal,RUD GRADISKI,26
1,RANCHARIA,97,Prefeito,#NULO#,329,251,78,Branco,Branco,14
1,RANCHARIA,97,Prefeito,#NULO#,329,251,78,Nulo,Nulo,11
1,RANCHARIA,97,Prefeito,PV,329,251,78,Nominal,MIGUEL DA FARMÁCIA,13
1,RANCHARIA,97,Prefeito,PSDB,329,251,78,Nominal,IÉIA,82
1,RANCHARIA,97,Prefeito,DEM,329,251,78,Nominal,MARQUINHOS DO POVO,105
1,RANCHARIA,98,Prefeito,PSDB,388,310,78,Nominal,IÉIA,127
1,RANCHARIA,98,Prefeito,PV,388,310,78,Nominal,MIGUEL DA FARMÁCIA,19
1,RANCHARIA,98,Prefeito,#NULO#,388,310,78,Nulo,Nulo,13
1,RANCHARIA,98,Prefeito,DEM,388,310,78,Nominal,MARQUINHOS DO POVO,115
1,RANCHARIA,98,Prefeito,CIDADANIA,388,310,78,Nominal,RUD GRADISKI,27
1,RANCHARIA,98,Prefeito,#NULO#,388,310,78,Branco,Branco,9
1,RANCHARIA,99,Prefeito,DEM,330,241,89,Nominal,MARQUINHOS DO POVO,107
1,RANCHARIA,99,Prefeito,PSDB,330,241,89,Nominal,IÉIA,101
1,RANCHARIA,99,Prefeito,#NULO#,330,241,89,Nulo,Nulo,4
1,RANCHARIA,99,Prefeito,PV,330,241,89,Nominal,MIGUEL DA FARMÁCIA,4
1,RANCHARIA,99,Prefeito,CIDADANIA,330,241,89,Nominal,RUD GRADISKI,18
1,RANCHARIA,99,Prefeito,#NULO#,330,241,89,Branco,Branco,7
1,RANCHARIA,100,Prefeito,#NULO#,294,249,45,Branco,Branco,6
1,RANCHARIA,100,Prefeito,CIDADANIA,294,249,45,Nominal,RUD GRADISKI,29
